File,sentId,Sentence,SentenceParse,eId,eiId,eText,Normalization,FactValues,PragValues,TrainTest
wsj_0568.tml,34,And Unisys is expected to do little better than break even in the fourth quarter.,(S (CC And) (NP (NNP Unisys)) (VP (VBZ is) (VP (VBN expected) (S (VP (TO to) (VP (VB do) (ADJP (ADJP (RB little) (JJR better)) (PP (IN than) (NP (NN break)))) (ADVP (RB even)) (PP (IN in) (NP (DT the) (JJ fourth) (NN quarter)))))))) (. .)),e172,ei2914,do,Unisys will do little better than break even in the fourth quarter,GEN_AUTHOR:pr_plus|AUTHOR:pr_plus,ct_minus:0|ct_plus:0|pr_minus:0|pr_plus:8|ps_minus:0|ps_plus:1|uu:1,train
wsj_0570.tml,6,"In the filing, Crane said that in the past it considered seeking control of Milton Roy, of St. Petersburg, Fla., through a merger or tender offer and that it expects to continue to evaluate an acquisition from time to time.","(S (PP (IN In) (NP (DT the) (NN filing))) (, ,) (NP (NNP Crane)) (VP (VBD said) (SBAR (SBAR (IN that) (S (PP (IN in) (NP (DT the) (NN past))) (NP (PRP it)) (VP (VBD considered) (S (VP (VBG seeking) (NP (NP (NN control)) (PP (IN of) (NP (NNP Milton) (NNP Roy))) (, ,) (PP (IN of) (NP (NP (NNP St.) (NNP Petersburg)) (, ,) (NP (NNP Fla.)) (, ,)))) (PP (IN through) (NP (DT a) (NN merger) (CC or) (NN tender) (NN offer)))))))) (CC and) (SBAR (IN that) (S (NP (PRP it)) (VP (VBZ expects) (S (VP (TO to) (VP (VB continue) (S (VP (TO to) (VP (VB evaluate) (NP (DT an) (NN acquisition)) (PP (IN from) (NP (NN time))) (PP (TO to) (NP (NN time)))))))))))))) (. .))",e14,ei434,merger,there will be a merger,it=Crane_AUTHOR:ps_plus|AUTHOR:uu,ct_minus:0|ct_plus:0|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:6|uu:4,train
wsj_0570.tml,7,Crane officials did n\'t return phone calls seeking comment.,(S (NP (NNP Crane) (NNS officials)) (VP (VBD did) (SBAR (S (NP (NP (NN n) (POS ')) (NN t) (NN return) (NN phone)) (VP (VBZ calls) (S (VP (VBG seeking) (NP (NN comment)))))))) (. .)),e25,ei440,return,Crane officials returned phone calls seeking comment,AUTHOR:ct_minus,ct_minus:10|ct_plus:0|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
wsj_0570.tml,12,"Milton Roy disclosed in May that it was approached for a possible acquisition by Thermo Electron, which agreed to purchase Milton Roy\'s liquid-chromatography line for $22 million in February.","(S (NP (NNP Milton) (NNP Roy)) (VP (VBD disclosed) (PP (IN in) (NP (NNP May))) (SBAR (IN that) (S (NP (PRP it)) (VP (VBD was) (VP (VBN approached) (PP (IN for) (NP (DT a) (JJ possible) (NN acquisition))) (PP (IN by) (NP (NP (NNP Thermo) (NNP Electron)) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBD agreed) (S (VP (TO to) (VP (VB purchase) (NP (NP (NNP Milton) (NNP Roy) (POS 's)) (NN liquid-chromatography) (NN line)) (PP (IN for) (NP (QP ($ $) (CD 22) (CD million)))) (PP (IN in) (NP (NNP February)))))))))))))))) (. .))",e42,ei456,acquisition,Milton Roy will be acquired,Roy_AUTHOR:ps_plus|AUTHOR:ps_plus,ct_minus:0|ct_plus:0|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:8|uu:2,train
wsj_0570.tml,15,It has n\'t made merger overtures to the board.,(S (NP (PRP It)) (VP (VBZ has) (NP (NP (NP (NN n) (POS ')) (NN t)) (VP (VBN made) (NP (NN merger) (NNS overtures)) (PP (TO to) (NP (DT the) (NN board)))))) (. .)),e58,ei468,overtures,there were merger overtures to the board,AUTHOR:ct_minus,ct_minus:9|ct_plus:0|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:1,train
wsj_0570.tml,15,It has n\'t made merger overtures to the board.,(S (NP (PRP It)) (VP (VBZ has) (NP (NP (NP (NN n) (POS ')) (NN t)) (VP (VBN made) (NP (NN merger) (NNS overtures)) (PP (TO to) (NP (DT the) (NN board)))))) (. .)),e56,ei466,made,it made merger overtures to the board,AUTHOR:ct_minus,ct_minus:8|ct_plus:2|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
wsj_0570.tml,15,It has n\'t made merger overtures to the board.,(S (NP (PRP It)) (VP (VBZ has) (NP (NP (NP (NN n) (POS ')) (NN t)) (VP (VBN made) (NP (NN merger) (NNS overtures)) (PP (TO to) (NP (DT the) (NN board)))))) (. .)),e112,ei467,merger,there was a merger,AUTHOR:ct_minus,ct_minus:10|ct_plus:0|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
wsj_0570.tml,16,"Earlier this month, Milton Roy signed a letter of intent to acquire Automated Custom Systems Inc., Orange, Calif., and its sister operation, Environmental Testing Co., in Aurora, Colo.","(NP (S (NP-TMP (RBR Earlier) (DT this) (NN month)) (, ,) (NP (NNP Milton) (NNP Roy)) (VP (VBD signed) (NP (NP (DT a) (NN letter)) (PP (IN of) (NP (NN intent)))) (S (VP (TO to) (VP (VB acquire) (NP (NP (NNP Automated) (NNP Custom) (NNPS Systems) (NNP Inc.)) (, ,) (NP (NNP Orange)) (, ,) (NP (NNP Calif.)) (, ,) (CC and) (NP (NP (NP (PRP$ its) (JJ sister) (NN operation)) (, ,) (NP (NNP Environmental) (NNP Testing) (NNP Co.)) (, ,)) (PP (IN in) (NP (NNP Aurora) (, ,) (NNP Colo.)))))))))))",e61,ei470,intent,there is an intent to acquire Automated Custom Systems Inc.,AUTHOR:ct_plus,ct_minus:0|ct_plus:10|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
wsj_0575.tml,5,"Moreover, the company, whose go-it-alone approach nearly proved fatal, now sees alliances with others as the way back to prosperity in what it calls ""the data solutions"" business.","(S (ADVP (RB Moreover)) (, ,) (NP (NP (DT the) (NN company)) (, ,) (SBAR (WHNP (WP$ whose) (JJ go-it-alone) (NN approach)) (S (ADVP (RB nearly)) (VP (VBD proved) (ADJP (JJ fatal))))) (, ,)) (ADVP (RB now)) (VP (VBZ sees) (NP (NNS alliances)) (PP (IN with) (NP (NP (NNS others)) (PP (IN as) (NP (DT the) (NN way))) (ADVP (RB back) (PP (TO to) (NP (NN prosperity)))) (SBAR (WHPP (IN in) (WHNP (WP what))) (S (NP (PRP it)) (VP (VBZ calls) (S (`` ``) (NP (DT the) (NNS data) (NNS solutions) ('' '') (NN business))))))))) (. .))",e6,ei2642,proved,the go-it-alone approach nearly proved fatal,AUTHOR:ct_minus,ct_minus:0|ct_plus:10|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
wsj_0575.tml,10,So its senior executives are talking openly about possibly buying back some of the company\'s $172.5 million in subordinated convertible debentures next year.,(S (IN So) (NP (PRP$ its) (JJ senior) (NNS executives)) (VP (VBP are) (VP (VBG talking) (ADVP (RB openly)) (PP (IN about) (S (ADVP (RB possibly)) (VP (VBG buying) (PRT (RP back)) (NP (NP (DT some)) (PP (IN of) (NP (NP (NP (DT the) (NN company) (POS 's)) (QP ($ $) (CD 172.5) (CD million))) (PP (IN in) (NP (VBN subordinated) (JJ convertible) (NNS debentures)))))) (NP-TMP (JJ next) (NN year))))))) (. .)),e29,ei2656,buying,the company will buy back some of its $172.5 million in subordinated convertible debentures,AUTHOR:ps_plus,ct_minus:0|ct_plus:0|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:9|uu:1,train
wsj_0575.tml,12,"Noting that the company is offering to buy back $154.2 million in senior notes paying 12 3/4%, he said the response will help determine future debt-reduction efforts.","(S (S (VP (VBG Noting) (SBAR (IN that) (S (NP (DT the) (NN company)) (VP (VBZ is) (VP (VBG offering) (S (VP (TO to) (VP (VB buy) (PRT (RP back)) (NP (QP ($ $) (CD 154.2) (CD million))) (PP (IN in) (NP (NP (JJ senior) (NNS notes)) (VP (VBG paying) (NP (CD 12Ê3\/4) (NN %)))))))))))))) (, ,) (NP (PRP he)) (VP (VBD said) (SBAR (S (NP (DT the) (NN response)) (VP (MD will) (VP (VB help) (VP (VB determine) (NP (JJ future) (NN debt-reduction) (NNS efforts)))))))) (. .))",e43,ei2664,paying,12 3/4% will be paid,he_AUTHOR:uu|AUTHOR:uu,ct_minus:0|ct_plus:5|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:5|uu:0,train
wsj_0575.tml,24,"Rather, Mr. Perlman said, Control Data intends to bid for the coming Minnesota lottery contract and is seeking new applications for the technology overseas, where ""there is great interest in games of skill.""","(S (ADVP (RB Rather)) (, ,) (NP (NNP Mr.) (NNP Perlman)) (VP (VBD said) (PRN (, ,) (S (NP (NNP Control) (NNP Data)) (VP (VP (VBZ intends) (S (VP (TO to) (VP (VB bid) (PP (IN for) (NP (DT the) (JJ coming) (NNP Minnesota) (NN lottery) (NN contract))))))) (CC and) (VP (VBZ is) (VP (VBG seeking) (NP (NP (JJ new) (NNS applications)) (PP (IN for) (NP (DT the) (NN technology)))) (ADVP (RB overseas)))))) (, ,)) (SBAR (WHADVP (WRB where)) (`` ``) (S (NP (EX there)) (VP (VBZ is) (NP (NP (JJ great) (NN interest)) (PP (IN in) (NP (NP (NNS games)) (PP (IN of) (NP (NN skill)))))))))) (. .) ('' ''))",e102,ei2697,intends,Control Data intends to bid for the coming Minnesota lottery contract,Perlman_AUTHOR:ct_plus|AUTHOR:uu,ct_minus:0|ct_plus:9|pr_minus:1|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
wsj_0575.tml,24,"Rather, Mr. Perlman said, Control Data intends to bid for the coming Minnesota lottery contract and is seeking new applications for the technology overseas, where ""there is great interest in games of skill.""","(S (ADVP (RB Rather)) (, ,) (NP (NNP Mr.) (NNP Perlman)) (VP (VBD said) (PRN (, ,) (S (NP (NNP Control) (NNP Data)) (VP (VP (VBZ intends) (S (VP (TO to) (VP (VB bid) (PP (IN for) (NP (DT the) (JJ coming) (NNP Minnesota) (NN lottery) (NN contract))))))) (CC and) (VP (VBZ is) (VP (VBG seeking) (NP (NP (JJ new) (NNS applications)) (PP (IN for) (NP (DT the) (NN technology)))) (ADVP (RB overseas)))))) (, ,)) (SBAR (WHADVP (WRB where)) (`` ``) (S (NP (EX there)) (VP (VBZ is) (NP (NP (JJ great) (NN interest)) (PP (IN in) (NP (NP (NNS games)) (PP (IN of) (NP (NN skill)))))))))) (. .) ('' ''))",e104,ei2698,bid,Control Data will bid for the coming Minnesota lottery contract,Perlman_AUTHOR:pr_plus|AUTHOR:uu,ct_minus:0|ct_plus:1|pr_minus:0|pr_plus:8|ps_minus:0|ps_plus:1|uu:0,train
wsj_0575.tml,24,"Rather, Mr. Perlman said, Control Data intends to bid for the coming Minnesota lottery contract and is seeking new applications for the technology overseas, where ""there is great interest in games of skill.""","(S (ADVP (RB Rather)) (, ,) (NP (NNP Mr.) (NNP Perlman)) (VP (VBD said) (PRN (, ,) (S (NP (NNP Control) (NNP Data)) (VP (VP (VBZ intends) (S (VP (TO to) (VP (VB bid) (PP (IN for) (NP (DT the) (JJ coming) (NNP Minnesota) (NN lottery) (NN contract))))))) (CC and) (VP (VBZ is) (VP (VBG seeking) (NP (NP (JJ new) (NNS applications)) (PP (IN for) (NP (DT the) (NN technology)))) (ADVP (RB overseas)))))) (, ,)) (SBAR (WHADVP (WRB where)) (`` ``) (S (NP (EX there)) (VP (VBZ is) (NP (NP (JJ great) (NN interest)) (PP (IN in) (NP (NP (NNS games)) (PP (IN of) (NP (NN skill)))))))))) (. .) ('' ''))",e105,ei2699,seeking,Control Data is seeking new applications for the technology overseas,Perlman_AUTHOR:ct_plus|AUTHOR:uu,ct_minus:0|ct_plus:10|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
wsj_0575.tml,25,He would n\'t elaborate.,(S (NP (PRP He)) (VP (MD would) (VP (VB n) ('' ') (NP (NN t) (JJ elaborate)))) (. .)),e110,ei2701,elaborate,he elaborated,AUTHOR:ct_minus,ct_minus:10|ct_plus:0|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
wsj_0575.tml,40,"But while its stock is selling at about half Control Data\'s estimated breakup value, neither Messrs. Perlman nor Price said he spends much time considering the possibility of a hostile takeover.","(S (CC But) (SBAR (IN while) (S (NP (PRP$ its) (NN stock)) (VP (VBZ is) (VP (VBG selling) (PP (IN at) (NP (QP (RB about) (PDT half)) (NP (NNP Control) (NNP Data) (POS 's)) (VBN estimated) (NN breakup) (NN value))))))) (, ,) (NP (CC neither) (NNP Messrs.) (NNP Perlman) (CC nor) (NNP Price)) (VP (VBD said) (SBAR (S (NP (PRP he)) (VP (VBZ spends) (NP (NP (JJ much) (NN time)) (VP (VBG considering) (NP (NP (DT the) (NN possibility)) (PP (IN of) (NP (DT a) (JJ hostile) (NN takeover)))))))))) (. .))",e183,ei2741,said,Perlman and Price said he spends much time considering the possibility of a hostile takeover,AUTHOR:ct_minus,ct_minus:9|ct_plus:0|pr_minus:1|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
wsj_0583.tml,5,"Polly Peck, a fast-growing British conglomerate, will pay 15.6 billion yen ($110 million) for 39 million new shares of Sansui, a well-known maker of high-fidelity audio equipment that failed to adjust to changing market conditions.","(S (NP (NP (NNP Polly) (NNP Peck)) (, ,) (NP (DT a) (JJ fast-growing) (JJ British) (NN conglomerate)) (, ,)) (VP (MD will) (VP (VB pay) (NP (NP (QP (CD 15.6) (CD billion)) (NNS yen)) (PRN (-LRB- -LRB-) (NP (QP ($ $) (CD 110) (CD million))) (-RRB- -RRB-))) (PP (IN for) (NP (NP (QP (CD 39) (CD million)) (JJ new) (NNS shares)) (PP (IN of) (NP (NP (NNP Sansui)) (, ,) (NP (NP (DT a) (JJ well-known) (NN maker)) (PP (IN of) (NP (NP (NN high-fidelity) (JJ audio) (NN equipment)) (SBAR (WHNP (WDT that)) (S (VP (VBD failed) (S (VP (TO to) (VP (VB adjust) (PP (TO to) (NP (VBG changing) (NN market) (NNS conditions)))))))))))))))))) (. .))",e11,ei1994,adjust,Sansui adjusted to changing market conditions,AUTHOR:ct_minus,ct_minus:9|ct_plus:0|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:1,train
wsj_0583.tml,14,Nor do analysts expect the Sansui deal to touch off a fresh wave of foreign purchases.,(SINV (CC Nor) (VBP do) (NP (NNS analysts)) (VP (VB expect) (S (NP (DT the) (NNP Sansui) (NN deal)) (VP (TO to) (VP (VB touch) (PRT (RP off)) (NP (NP (DT a) (JJ fresh) (NN wave)) (PP (IN of) (NP (JJ foreign) (NNS purchases)))))))) (. .)),e56,ei2019,expect,the analysts expect the Sansui deal to touch off a fresh wave of foreign purchases,AUTHOR:ct_minus,ct_minus:6|ct_plus:3|pr_minus:0|pr_plus:1|ps_minus:0|ps_plus:0|uu:0,train
wsj_0583.tml,20,Sansui was late into the mini-component business and failed to branch into other new businesses.,(S (NP (NNP Sansui)) (VP (VP (VBD was) (ADJP (JJ late)) (PP (IN into) (NP (DT the) (JJ mini-component) (NN business)))) (CC and) (VP (VBD failed) (S (VP (TO to) (VP (VB branch) (PP (IN into) (NP (JJ other) (JJ new) (NNS businesses)))))))) (. .)),e87,ei2029,branch,Sansui branched into other new businesses,AUTHOR:ct_minus,ct_minus:9|ct_plus:1|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
wsj_0583.tml,22,"While competitors moved production offshore in response to the sagging competitiveness of Japanese factories, Sansui lacked the money to build new plants in Southeast Asia.","(S (SBAR (IN While) (S (NP (NNS competitors)) (VP (VBD moved) (NP (NN production)) (ADVP (RB offshore)) (PP (IN in) (NN response) (TO to) (NP (NP (DT the) (VBG sagging) (NN competitiveness)) (PP (IN of) (NP (JJ Japanese) (NNS factories)))))))) (, ,) (NP (NNP Sansui)) (VP (VBD lacked) (NP (DT the) (NN money) (S (VP (TO to) (VP (VB build) (NP (JJ new) (NNS plants)) (PP (IN in) (NP (NNP Southeast) (NNP Asia)))))))) (. .))",e98,ei2036,build,Sansui built new plants in Southeast Asia,AUTHOR:ct_minus,ct_minus:10|ct_plus:0|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
wsj_0583.tml,23,"""Our company has not been able to cope very effectively with"" changes in the marketplace, said Ryosuke Ito, Sansui\'s president.","(SINV (`` ``) (S (NP (PRP$ Our) (NN company)) (VP (VBZ has) (RB not) (VP (VBN been) (ADJP (JJ able) (S (VP (TO to) (VP (VB cope) (ADVP (RB very) (RB effectively)) (PP (IN with) ('' '') (NP (NP (NNS changes)) (PP (IN in) (NP (DT the) (NN marketplace)))))))))))) (, ,) (VP (VBD said)) (NP (NP (NNP Ryosuke) (NNP Ito)) (, ,) (NP (NP (NNP Sansui) (POS 's)) (NN president))) (. .))",e102,ei2039,changes,there are changes in the marketplace,Ito_AUTHOR:ct_plus|AUTHOR:uu,ct_minus:0|ct_plus:10|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
wsj_0583.tml,32,"And while Polly Peck is n\'t jettisoning the existent top-management structure of Sansui, it is bringing in a former Toshiba Corp. executive as executive vice president and chief operating officer.","(S (CC And) (SBAR (IN while) (S (NP (NNP Polly) (NNP Peck)) (VP (VBZ is) (NP (NP (NP (NN n) (POS ')) (NN t)) (VP (VBG jettisoning) (NP (NP (DT the) (JJ existent) (JJ top-management) (NN structure)) (PP (IN of) (NP (NNP Sansui))))))))) (, ,) (NP (PRP it)) (VP (VBZ is) (VP (VBG bringing) (PP (IN in) (NP (DT a) (JJ former) (NNP Toshiba) (NNP Corp.) (NN executive))) (NP (RB as) (NX (NX (JJ executive) (NN vice) (NN president)) (CC and) (NX (JJ chief) (VBG operating) (NN officer)))))) (. .))",e156,ei2064,jettisoning,Polly Peck is jettisoning the existent top-management structure of Sansui,AUTHOR:ct_minus,ct_minus:10|ct_plus:0|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
wsj_0584.tml,3,"The bolstered cellular agreement between BellSouth Corp. and LIN Broadcasting Corp. carries heightened risks and could fail to fend off McCaw Cellular Communications Inc., the rival suitor for LIN.","(S (NP (NP (DT The) (VBN bolstered) (JJ cellular) (NN agreement)) (PP (IN between) (NP (NP (NNP BellSouth) (NNP Corp.)) (CC and) (NP (NNP LIN) (NNP Broadcasting) (NNP Corp.))))) (VP (VP (VBZ carries) (NP (VBN heightened) (NNS risks))) (CC and) (VP (MD could) (VP (VB fail) (S (VP (TO to) (VP (VB fend) (PRT (RP off)) (NP (NP (NNP McCaw) (NNP Cellular) (NNPS Communications) (NNP Inc.)) (, ,) (NP (NP (DT the) (JJ rival) (NN suitor)) (PP (IN for) (NP (NNP LIN))))))))))) (. .))",e4,ei2575,fail,the bolstered cellular agreement will fail to fend off McCaw Cellular Communications Inc.,AUTHOR:ps_plus,ct_minus:0|ct_plus:0|pr_minus:0|pr_plus:1|ps_minus:0|ps_plus:7|uu:2,train
wsj_0584.tml,3,"The bolstered cellular agreement between BellSouth Corp. and LIN Broadcasting Corp. carries heightened risks and could fail to fend off McCaw Cellular Communications Inc., the rival suitor for LIN.","(S (NP (NP (DT The) (VBN bolstered) (JJ cellular) (NN agreement)) (PP (IN between) (NP (NP (NNP BellSouth) (NNP Corp.)) (CC and) (NP (NNP LIN) (NNP Broadcasting) (NNP Corp.))))) (VP (VP (VBZ carries) (NP (VBN heightened) (NNS risks))) (CC and) (VP (MD could) (VP (VB fail) (S (VP (TO to) (VP (VB fend) (PRT (RP off)) (NP (NP (NNP McCaw) (NNP Cellular) (NNPS Communications) (NNP Inc.)) (, ,) (NP (NP (DT the) (JJ rival) (NN suitor)) (PP (IN for) (NP (NNP LIN))))))))))) (. .))",e1,ei2573,agreement,there is an agreement between BellSouth Corp. and LIN Broadcasting Corp.,AUTHOR:ct_plus,ct_minus:0|ct_plus:9|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:1,train
wsj_0584.tml,3,"The bolstered cellular agreement between BellSouth Corp. and LIN Broadcasting Corp. carries heightened risks and could fail to fend off McCaw Cellular Communications Inc., the rival suitor for LIN.","(S (NP (NP (DT The) (VBN bolstered) (JJ cellular) (NN agreement)) (PP (IN between) (NP (NP (NNP BellSouth) (NNP Corp.)) (CC and) (NP (NNP LIN) (NNP Broadcasting) (NNP Corp.))))) (VP (VP (VBZ carries) (NP (VBN heightened) (NNS risks))) (CC and) (VP (MD could) (VP (VB fail) (S (VP (TO to) (VP (VB fend) (PRT (RP off)) (NP (NP (NNP McCaw) (NNP Cellular) (NNPS Communications) (NNP Inc.)) (, ,) (NP (NP (DT the) (JJ rival) (NN suitor)) (PP (IN for) (NP (NNP LIN))))))))))) (. .))",e7,ei2576,fend,the agreement will fend off McCaw Cellular Communications Inc.,AUTHOR:ps_minus,ct_minus:2|ct_plus:0|pr_minus:3|pr_plus:0|ps_minus:3|ps_plus:1|uu:1,train
wsj_0584.tml,5,"The debt, estimated at $4.7 billion, could mortgage the cellular company\'s future earning power in order to placate some LIN holders in the short term.","(S (NP (NP (DT The) (NN debt)) (, ,) (VP (VBN estimated) (PP (IN at) (NP (QP ($ $) (CD 4.7) (CD billion))))) (, ,)) (VP (MD could) (VP (VB mortgage) (NP (NP (DT the) (JJ cellular) (NN company) (POS 's)) (JJ future) (NN earning) (NN power)) (SBAR (IN in) (NN order) (S (VP (TO to) (VP (VB placate) (NP (DT some) (NNP LIN) (NNS holders)) (PP (IN in) (NP (DT the) (JJ short) (NN term))))))))) (. .))",e14,ei2582,mortgage,the debt will mortgage the cellular company's future earning power,AUTHOR:ps_plus,ct_minus:0|ct_plus:0|pr_minus:0|pr_plus:3|ps_minus:0|ps_plus:6|uu:1,train
wsj_0584.tml,7,"But under new terms of the agreement, announced Friday, LIN holders would receive a special cash dividend of $42 a share, representing a payout of about $2.23 billion, shortly before the proposed merger.","(S (CC But) (PP (IN under) (NP (NP (JJ new) (NNS terms)) (PP (IN of) (NP (NP (DT the) (NN agreement)) (, ,) (VP (VBN announced) (NP-TMP (NNP Friday))))))) (, ,) (NP (NNP LIN) (NNS holders)) (VP (MD would) (VP (VB receive) (NP (NP (DT a) (JJ special) (NN cash) (NN dividend)) (PP (IN of) (NP (NP (NP ($ $) (CD 42)) (NP (DT a) (NN share))) (, ,) (VP (VBG representing) (NP (NP (DT a) (NN payout)) (PP (IN of) (NP (QP (RB about) ($ $) (CD 2.23) (CD billion))))) (, ,) (PP (RB shortly) (IN before) (NP (DT the) (VBN proposed) (NN merger))))))))) (. .))",e32,ei2591,merger,there will be a merger,AUTHOR:uu,ct_minus:0|ct_plus:2|pr_minus:0|pr_plus:1|ps_minus:0|ps_plus:6|uu:1,train
wsj_0584.tml,8,"LIN said it expects to borrow the money to pay the dividend, but commitments from banks still have n\'t been obtained.","(S (S (NP (NNP LIN)) (VP (VBD said) (SBAR (S (NP (PRP it)) (VP (VBZ expects) (S (VP (TO to) (VP (VB borrow) (NP (DT the) (NN money) (S (VP (TO to) (VP (VB pay) (NP (DT the) (NN dividend)))))))))))))) (, ,) (CC but) (S (NP (NP (NNS commitments)) (PP (IN from) (NP (NNS banks)))) (ADVP (RB still)) (VP (VBP have) (NP (NP (NP (NN n) (POS ')) (NN t)) (VP (VBN been) (VP (VBN obtained)))))) (. .))",e43,ei2597,obtained,commitments from banks have been obtained,LIN_AUTHOR:ct_minus|AUTHOR:uu,ct_minus:10|ct_plus:0|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
